application_domain,task_type,QA_list,time_series_raw,question_text,time_series_norm,statistical_features,model_response
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [-1.45, -1.16, -0.87, -0.61, -0.41, -0.25, -0.19, -0.15, -0.13, -0.11, -0.1, -0.08, -0.09, -0.08, -0.08, -0.06, -0.06, -0.07, -0.07, -0.05, -0.04, -0.04, -0.04, -0.04, -0.03, -0.02, -0.02, -0.02, 0.11, 0.13, 0.17, 0.61, 0.71, 0.93, 1.14, 1.73, 2.19, 2.36, 1.97, 1.96, 2.2, 2.46, 1.35, 0.39, -0.28, -0.18, -0.35, -0.37, -0.4, -0.47, -0.51, -0.56, -0.62, -0.69, -0.75, -0.85, -0.92, -1.0, -1.07, -1.15, -1.19, -1.24, -1.23, -1.22]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[-1.45, -1.16, -0.87, -0.61, -0.41, -0.25, -0.19, -0.15, -0.13, -0.11, -0.1, -0.08, -0.09, -0.08, -0.08, -0.06, -0.06, -0.07, -0.07, -0.05, -0.04, -0.04, -0.04, -0.04, -0.03, -0.02, -0.02, -0.02, 0.11, 0.13, 0.17, 0.61, 0.71, 0.93, 1.14, 1.73, 2.19, 2.36, 1.97, 1.96, 2.2, 2.46, 1.35, 0.39, -0.28, -0.18, -0.35, -0.37, -0.4, -0.47, -0.51, -0.56, -0.62, -0.69, -0.75, -0.85, -0.92, -1.0, -1.07, -1.15, -1.19, -1.24, -1.23, -1.22]","The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[-1.537775, -1.227005, -0.916235, -0.637614, -0.42329, -0.251831, -0.187533, -0.144669, -0.123236, -0.101804, -0.091088, -0.069655, -0.080371, -0.069655, -0.069655, -0.048223, -0.048223, -0.058939, -0.058939, -0.037507, -0.02679, -0.02679, -0.02679, -0.02679, -0.016074, -0.005358, -0.005358, -0.005358, 0.133952, 0.155385, 0.19825, 0.669762, 0.776924, 1.012681, 1.237721, 1.869977, 2.362922, 2.545097, 2.127166, 2.116449, 2.373638, 2.652259, 1.462761, 0.434006, -0.283979, -0.176817, -0.358993, -0.380425, -0.412574, -0.487587, -0.530452, -0.584033, -0.64833, -0.723343, -0.787641, -0.894803, -0.969816, -1.055546, -1.130559, -1.216289, -1.259153, -1.312734, -1.302018, -1.291302]","{'mean': -0.015, 'std': 0.933167, 'min': -1.45, 'max': 2.46, 'median': -0.085}","Based on the given information, this time series includes Anomaly Point."
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [38.41, 38.31, 39.45, 38.61, 41.79, 39.72, 40.48, 38.76, 38.46, 40.39, 38.97, 40.24, 37.69, 37.07, 37.96, 38.53]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Normal Point.""","[38.41, 38.31, 39.45, 38.61, 41.79, 39.72, 40.48, 38.76, 38.46, 40.39, 38.97, 40.24, 37.69, 37.07, 37.96, 38.53]","This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[-0.545564, -0.630477, 0.337528, -0.375739, 2.324485, 0.566792, 1.212128, -0.24837, -0.503108, 1.135707, -0.070053, 1.008338, -1.156935, -1.683394, -0.927671, -0.443669]","{'mean': 39.0525, 'std': 1.17768, 'min': 37.07, 'max': 41.79, 'median': 38.685}","Based on the given information, this time series includes Anomaly Point."
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [23.71, 24.31, 26.12, 24.54, 23.84, 23.15, 23.35, 22.27, 22.89, 23.5, 26.46, 22.19, 23.05, 23.89, 23.39, 22.89]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Normal Point.""","[23.71, 24.31, 26.12, 24.54, 23.84, 23.15, 23.35, 22.27, 22.89, 23.5, 26.46, 22.19, 23.05, 23.89, 23.39, 22.89]","This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[-0.010311, 0.510682, 2.082344, 0.710396, 0.102571, -0.496572, -0.322907, -1.260695, -0.722335, -0.192659, 2.377574, -1.33016, -0.583404, 0.145987, -0.288174, -0.722335]","{'mean': 23.721875, 'std': 1.151647, 'min': 22.19, 'max': 26.46, 'median': 23.445}","Based on the given information, this time series includes Anomaly Point."
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [0.11, 0.1, 0.1, 0.09, 0.11, 0.11, 0.11, 0.11, 0.1, 0.12, 0.1, 0.1, 0.11, 0.1, 0.11, 0.1, 0.1, 0.09, 0.12, 0.11, 0.11, 0.1, 0.11, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.11, 0.1, 0.08, 0.1, 0.11, 0.09, 0.1, 0.09, 0.1, 0.11, 0.11, 0.11, 0.11, 0.1, 0.12, 0.12, 0.1, 0.1, 0.12, 0.11, 0.11, 0.09, 0.11, 0.11, 0.1, 0.1, 0.1, 0.11, 0.1, 0.11]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Normal Point.""","[0.11, 0.1, 0.1, 0.09, 0.11, 0.11, 0.11, 0.11, 0.1, 0.12, 0.1, 0.1, 0.11, 0.1, 0.11, 0.1, 0.1, 0.09, 0.12, 0.11, 0.11, 0.1, 0.11, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.1, 0.11, 0.1, 0.08, 0.1, 0.11, 0.09, 0.1, 0.09, 0.1, 0.11, 0.11, 0.11, 0.11, 0.1, 0.12, 0.12, 0.1, 0.1, 0.12, 0.11, 0.11, 0.09, 0.11, 0.11, 0.1, 0.1, 0.1, 0.11, 0.1, 0.11]","The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[0.75918, -0.486654, -0.486654, -1.732488, 0.75918, 0.75918, 0.75918, 0.75918, -0.486654, 2.005015, -0.486654, -0.486654, 0.75918, -0.486654, 0.75918, -0.486654, -0.486654, -1.732488, 2.005015, 0.75918, 0.75918, -0.486654, 0.75918, -0.486654, -0.486654, -0.486654, -0.486654, -0.486654, -0.486654, -0.486654, -0.486654, -0.486654, -0.486654, -0.486654, 0.75918, -0.486654, -2.978323, -0.486654, 0.75918, -1.732488, -0.486654, -1.732488, -0.486654, 0.75918, 0.75918, 0.75918, 0.75918, -0.486654, 2.005015, 2.005015, -0.486654, -0.486654, 2.005015, 0.75918, 0.75918, -1.732488, 0.75918, 0.75918, -0.486654, -0.486654, -0.486654, 0.75918, -0.486654, 0.75918]","{'mean': 0.103906, 'std': 0.008027, 'min': 0.08, 'max': 0.12, 'median': 0.1}","Based on the given information, this time series includes Anomaly Point."
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [-0.41, 0.26, 0.86, 1.51, 1.56, 1.79, 1.17, 0.87, 0.26, 0.38, 0.23, 0.11, 0.13, 0.13, 0.16, 0.14, 0.17, 0.14, 0.25, 0.2, 0.15, 0.14, 0.04, 0.02, 0.0, 0.03, 0.03, 0.02, 0.0, -0.02, -0.01, 0.0, 0.0, 0.03, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.12, 0.12, 0.14, 0.15, 0.15, 0.14, 0.14, 0.15, 0.16, 0.17, 0.17, 0.14, 0.16, 0.15, 0.15, 0.15, 0.15, 0.14, 0.16, 0.14, 0.13]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[-0.41, 0.26, 0.86, 1.51, 1.56, 1.79, 1.17, 0.87, 0.26, 0.38, 0.23, 0.11, 0.13, 0.13, 0.16, 0.14, 0.17, 0.14, 0.25, 0.2, 0.15, 0.14, 0.04, 0.02, 0.0, 0.03, 0.03, 0.02, 0.0, -0.02, -0.01, 0.0, 0.0, 0.03, 0.05, 0.06, 0.07, 0.08, 0.09, 0.1, 0.11, 0.12, 0.13, 0.12, 0.12, 0.14, 0.15, 0.15, 0.14, 0.14, 0.15, 0.16, 0.17, 0.17, 0.14, 0.16, 0.15, 0.15, 0.15, 0.15, 0.14, 0.16, 0.14, 0.13]","The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[-1.691526, 0.100731, 1.705737, 3.444493, 3.578243, 4.193496, 2.53499, 1.732487, 0.100731, 0.421732, 0.020481, -0.300521, -0.24702, -0.24702, -0.16677, -0.22027, -0.14002, -0.22027, 0.073981, -0.05977, -0.19352, -0.22027, -0.487771, -0.541271, -0.594772, -0.514521, -0.514521, -0.541271, -0.594772, -0.648272, -0.621522, -0.594772, -0.594772, -0.514521, -0.461021, -0.434271, -0.407521, -0.380771, -0.354021, -0.327271, -0.300521, -0.273771, -0.24702, -0.273771, -0.273771, -0.22027, -0.19352, -0.19352, -0.22027, -0.22027, -0.19352, -0.16677, -0.14002, -0.14002, -0.22027, -0.16677, -0.19352, -0.19352, -0.19352, -0.19352, -0.22027, -0.16677, -0.22027, -0.24702]","{'mean': 0.222344, 'std': 0.37383, 'min': -0.41, 'max': 1.79, 'median': 0.14}","Based on the given information, this time series includes Anomaly Point."
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [3.95, 4.02, 3.96, 3.9, 3.78, 3.41, 3.09, 2.75, 2.21, 1.79, 1.3, 0.77, 0.51, 0.31, 0.17, 0.13, 0.08, -0.05, -0.01, -0.09, -0.1, -0.13, -0.16, -0.13, -0.15, -0.15, -0.15, -0.16, -0.17, -0.18, -0.1, -0.18, -0.16, -0.13, -0.11, -0.09, -0.15, -0.3, 0.32, 0.955, 1.59, 2.225, 1.585, 0.945, 0.305, -0.335, -0.7, -0.7, -0.64, -0.67, -0.74, -0.66, -0.74, -0.78, -0.74, -0.77, -0.77, -0.83, -0.82, -0.86, -0.87, -0.87, -0.92, -0.88]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[3.95, 4.02, 3.96, 3.9, 3.78, 3.41, 3.09, 2.75, 2.21, 1.79, 1.3, 0.77, 0.51, 0.31, 0.17, 0.13, 0.08, -0.05, -0.01, -0.09, -0.1, -0.13, -0.16, -0.13, -0.15, -0.15, -0.15, -0.16, -0.17, -0.18, -0.1, -0.18, -0.16, -0.13, -0.11, -0.09, -0.15, -0.3, 0.32, 0.955, 1.59, 2.225, 1.585, 0.945, 0.305, -0.335, -0.7, -0.7, -0.64, -0.67, -0.74, -0.66, -0.74, -0.78, -0.74, -0.77, -0.77, -0.83, -0.82, -0.86, -0.87, -0.87, -0.92, -0.88]","The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[2.489456, 2.538828, 2.496509, 2.45419, 2.369551, 2.108582, 1.882879, 1.64307, 1.262196, 0.96596, 0.620353, 0.246532, 0.063148, -0.077916, -0.176661, -0.204874, -0.24014, -0.331832, -0.303619, -0.360045, -0.367098, -0.388258, -0.409417, -0.388258, -0.402364, -0.402364, -0.402364, -0.409417, -0.416471, -0.423524, -0.367098, -0.423524, -0.409417, -0.388258, -0.374151, -0.360045, -0.402364, -0.508162, -0.070863, 0.377017, 0.824896, 1.272775, 0.821369, 0.369963, -0.081443, -0.532849, -0.790291, -0.790291, -0.747972, -0.769132, -0.818504, -0.762078, -0.818504, -0.846717, -0.818504, -0.839664, -0.839664, -0.881983, -0.87493, -0.903143, -0.910196, -0.910196, -0.945462, -0.917249]","{'mean': 0.420469, 'std': 1.417792, 'min': -0.92, 'max': 4.02, 'median': -0.13}","Based on the given information, this time series includes Anomaly Point."
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [0.1, 0.1, -0.03, 0.01, 0.11, 0.02, 0.05, -0.03, -0.09, -0.17, -0.18, -0.19, -0.2, -0.24, -0.26, -0.3, -0.32, -0.37, -0.4, -0.43, -0.46, -0.44, -0.42, -0.36, -0.31, -0.24, -0.2, -0.12, -0.11, -0.05, -0.05, -0.03, -0.04, -0.04, -0.05, -0.05, -0.03, -0.03, -0.02, -0.04, -0.03, -0.04, -0.03, -0.03, -0.02, -0.02, -0.02, -0.03, -0.03, -0.04, -0.03, -0.02, -0.02, -0.02, -0.03, -0.02, -0.03, -0.02, -0.02, -0.03, -0.03, -0.01, -0.04, -0.01]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[0.1, 0.1, -0.03, 0.01, 0.11, 0.02, 0.05, -0.03, -0.09, -0.17, -0.18, -0.19, -0.2, -0.24, -0.26, -0.3, -0.32, -0.37, -0.4, -0.43, -0.46, -0.44, -0.42, -0.36, -0.31, -0.24, -0.2, -0.12, -0.11, -0.05, -0.05, -0.03, -0.04, -0.04, -0.05, -0.05, -0.03, -0.03, -0.02, -0.04, -0.03, -0.04, -0.03, -0.03, -0.02, -0.02, -0.02, -0.03, -0.03, -0.04, -0.03, -0.02, -0.02, -0.02, -0.03, -0.02, -0.03, -0.02, -0.02, -0.03, -0.03, -0.01, -0.04, -0.01]","The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[1.427219, 1.427219, 0.508854, 0.791428, 1.497863, 0.862071, 1.074002, 0.508854, 0.084993, -0.480155, -0.550798, -0.621442, -0.692085, -0.974659, -1.115946, -1.39852, -1.539807, -1.893025, -2.104955, -2.316886, -2.528816, -2.387529, -2.246242, -1.822381, -1.469164, -0.974659, -0.692085, -0.126938, -0.056294, 0.367567, 0.367567, 0.508854, 0.43821, 0.43821, 0.367567, 0.367567, 0.508854, 0.508854, 0.579497, 0.43821, 0.508854, 0.43821, 0.508854, 0.508854, 0.579497, 0.579497, 0.579497, 0.508854, 0.508854, 0.43821, 0.508854, 0.579497, 0.579497, 0.579497, 0.508854, 0.579497, 0.508854, 0.579497, 0.579497, 0.508854, 0.508854, 0.650141, 0.43821, 0.650141]","{'mean': -0.102031, 'std': 0.141556, 'min': -0.46, 'max': 0.11, 'median': -0.03}","Based on the given information, this time series includes Anomaly Point."
Healthcare,anomaly detection,"""question"": ""The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is [0.37, 0.43, 0.64, 0.11, -0.55, -0.57, -0.75, -0.2, 0.49, 1.15, 1.9, 2.02, 1.45, 0.49, -0.35, -0.28, -0.26, -0.17, -0.11, -0.13, -0.16, -0.16, -0.17, -0.19, -0.23, -0.25, -0.29, -0.36, -0.4, -0.46, -0.52, -0.55, -0.6, -0.61, -0.61, -0.58, -0.55, -0.48, -0.4, -0.31, -0.22, -0.13, -0.07, -0.02, 0.04, 0.01, 0.04, 0.04, 0.03, 0.03, 0.05, 0.07, 0.04, 0.06, 0.05, 0.07, 0.07, 0.08, 0.07, 0.1, 0.09, 0.09, 0.1, 0.09]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[0.37, 0.43, 0.64, 0.11, -0.55, -0.57, -0.75, -0.2, 0.49, 1.15, 1.9, 2.02, 1.45, 0.49, -0.35, -0.28, -0.26, -0.17, -0.11, -0.13, -0.16, -0.16, -0.17, -0.19, -0.23, -0.25, -0.29, -0.36, -0.4, -0.46, -0.52, -0.55, -0.6, -0.61, -0.61, -0.58, -0.55, -0.48, -0.4, -0.31, -0.22, -0.13, -0.07, -0.02, 0.04, 0.01, 0.04, 0.04, 0.03, 0.03, 0.05, 0.07, 0.04, 0.06, 0.05, 0.07, 0.07, 0.08, 0.07, 0.1, 0.09, 0.09, 0.1, 0.09]","The following data represents ECG (Electrocardiogram) signals, which record the electrical activity of the heart during each heartbeat and serve as an important tool for diagnosing heart diseases. Using a signal sampled at a frequency of 500 Hz, we can determine whether abnormalities are present in the human body. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[0.747001, 0.861283, 1.26127, 0.251778, -1.005326, -1.04342, -1.386267, -0.33868, 0.975565, 2.232669, 3.661196, 3.88976, 2.80408, 0.975565, -0.624385, -0.491056, -0.452962, -0.281539, -0.167257, -0.205351, -0.262492, -0.262492, -0.281539, -0.319633, -0.395821, -0.433915, -0.510103, -0.643432, -0.719621, -0.833903, -0.948185, -1.005326, -1.100561, -1.119608, -1.119608, -1.062467, -1.005326, -0.871997, -0.719621, -0.548197, -0.376774, -0.205351, -0.091069, 0.004167, 0.118449, 0.061308, 0.118449, 0.118449, 0.099402, 0.099402, 0.137496, 0.17559, 0.118449, 0.156543, 0.137496, 0.17559, 0.17559, 0.194637, 0.17559, 0.232731, 0.213684, 0.213684, 0.232731, 0.213684]","{'mean': -0.022187, 'std': 0.525016, 'min': -0.75, 'max': 2.02, 'median': -0.09}","Based on the given information, this time series includes Anomaly Point."
Environment,anomaly detection,"""question"": ""The following data is derived from an environmental monitoring wireless sensor network system designed to collect environmental data with high spatial and temporal resolution. It has been deployed in mountainous and urban areas. Specifically, it includes environmental parameters such as temperature, humidity, wind speed, and soil moisture. Using this data, it is possible to determine whether abnormal events are present in the environment. The input Time Serie is [-0.36, -0.36, -0.48, -0.6, -0.59, -0.61, -0.56, -0.66, -0.6, -0.72, -0.6, -0.39, -0.16, -0.24, -0.14, -0.18]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[-0.36, -0.36, -0.48, -0.6, -0.59, -0.61, -0.56, -0.66, -0.6, -0.72, -0.6, -0.39, -0.16, -0.24, -0.14, -0.18]","The following data is derived from an environmental monitoring wireless sensor network system designed to collect environmental data with high spatial and temporal resolution. It has been deployed in mountainous and urban areas. Specifically, it includes environmental parameters such as temperature, humidity, wind speed, and soil moisture. Using this data, it is possible to determine whether abnormal events are present in the environment. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[0.497977, 0.497977, -0.143711, -0.7854, -0.731926, -0.838874, -0.571504, -1.106244, -0.7854, -1.427088, -0.7854, 0.337555, 1.567458, 1.139665, 1.674406, 1.46051]","{'mean': -0.453125, 'std': 0.187007, 'min': -0.72, 'max': -0.14, 'median': -0.52}","Based on the given information, this time series includes Anomaly Point."
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'mean': 0.0, 'std': 0.0, 'min': 0.0, 'max': 0.0, 'median': 0.0}","Based on the given information, this time series includes Anomaly Point."
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","{'mean': 0.0, 'std': 0.0, 'min': 0.0, 'max': 0.0, 'median': 0.0}","Based on the given information, this time series includes Anomaly Point."
Environment,anomaly detection,"""question"": ""The following data is derived from an environmental monitoring wireless sensor network system designed to collect environmental data with high spatial and temporal resolution. It has been deployed in mountainous and urban areas. Specifically, it includes environmental parameters such as temperature, humidity, wind speed, and soil moisture. Using this data, it is possible to determine whether abnormal events are present in the environment. The input Time Serie is [7.62, 7.68, 7.35, 7.57, 7.72, 7.43, 7.74, 8.0, 8.46, 7.92, 7.72, 7.94, 8.29, 8.38, 8.21, 8.22]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[7.62, 7.68, 7.35, 7.57, 7.72, 7.43, 7.74, 8.0, 8.46, 7.92, 7.72, 7.94, 8.29, 8.38, 8.21, 8.22]","The following data is derived from an environmental monitoring wireless sensor network system designed to collect environmental data with high spatial and temporal resolution. It has been deployed in mountainous and urban areas. Specifically, it includes environmental parameters such as temperature, humidity, wind speed, and soil moisture. Using this data, it is possible to determine whether abnormal events are present in the environment. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[-0.817198, -0.636018, -1.632509, -0.968181, -0.515231, -1.390935, -0.454838, 0.330276, 1.719324, 0.088703, -0.515231, 0.149096, 1.20598, 1.47775, 0.964407, 0.994603]","{'mean': 7.890625, 'std': 0.331162, 'min': 7.35, 'max': 8.46, 'median': 7.83}","Based on the given information, this time series includes Normal Point."
AIOps,anomaly detection,"""question"": ""This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is [1.64999997616, 1.5, 1.35000002384, 1.45000004768, 1.39999997616, 1.20000004768, 1.60000002384, 1.60000002384, 1.04999995232, 1.5, 1.45000004768, 1.54999995232, 1.14999997616, 1.79999995232, 1.29999995232, 1.39999997616]. Please determine whether there are anomalies in this time series given information above."", ""answer"": ""Based on the given information, this time series includes Anomaly Point.""","[1.64999997616, 1.5, 1.35000002384, 1.45000004768, 1.39999997616, 1.20000004768, 1.60000002384, 1.60000002384, 1.04999995232, 1.5, 1.45000004768, 1.54999995232, 1.14999997616, 1.79999995232, 1.29999995232, 1.39999997616]","This data originates from monitoring systems and devices, and it is used to evaluate system performance or detect anomalies in time series. It also assesses the health and operational performance of devices or services. The dataset includes IOPS metrics recorded during the operation of storage systems or servers. Using this data, we can determine whether anomalies have occurred within the system. The input Time Serie is <ts>. Please determine whether there are anomalies in this time series given information above.","[1.143821, 0.348119, -0.447582, 0.082886, -0.182348, -1.243283, 0.878587, 0.878587, -2.038985, 0.348119, 0.082886, 0.613353, -1.508518, 1.939522, -0.712816, -0.182348]","{'mean': 1.434375, 'std': 0.188513, 'min': 1.05, 'max': 1.8, 'median': 1.45}","Based on the given information, this time series includes Anomaly Point."
